Category,Sub-Category,Sub-Sub-Category,Product Name,Brand,Supplier Name,Product Short Description,Product Long Description,Size,Colour,Image URL,Unit of Measure,Stock Status,Unit Price,Pack Size,Minimum THC Content (%),Maximum THC Content (%),THC Content Per Unit,THC Content Per Volume,Minimum CBD Content (%),Maximum CBD Content (%),CBD Content Per Unit,CBD Content Per Volume,Dried Flower Cannabis Equivalency,Plant Type,Terpenes,GrowingMethod,Number of Items in a Retail Pack,GTIN,OCS Item Number,OCS Variant Number,Physical Dimension Width,Physical Dimension Height,Physical Dimension Depth,Physical Dimension Volume,Physical Dimension Weight,Eaches Per Inner Pack,Eaches Per Master Case,Inventory Status,Storage Criteria,Food Allergens,Ingredients,Street Name,Grow Medium,Grow Method,Grow Region,Drying Method,Trimming Method,Extraction Process,Carrier Oil,Heating Element Type,Battery Type,Rechargeable Battery,Removable Battery,Replacement Parts Available,Temperature Control,Temperature Display,Compatibility,THC Min,THC Max,CBD Min,CBD Max,Net Weight,Craft
Topicals,Creams and Lotions,Face Care,Vitamin C Brightening CBD Serum,Emprise Canada,iNaturally Organic Inc.,,,48ml,,https://cdn.ocs.ca/img/340141/00837050000632_a1c1_compress_340141.jpg,EA,NO,32.49,1,0,0,0,0,0,0,0,0,0.69,Blend,,Indoor,0,00837050000632,340141,340141_48ml___,0,0,0,,0,,6,,,,,Not Applicable,,Indoor,-,,,Ethanol,,,,,,,,,,0.000000,5.000000  mg/pack,450.000000,550.000000  mg/pack,,NO
Topicals,Creams and Lotions,Face Care,Rejuve Facial Bundle,PROOFLY & freshDAYLY,Lupos (Canada) Biotechnology Inc,Soothing facial routine 250g bundle. This powerful full-sized trio contains a total of 1125 mg of CBD and 56.25 mg of THC.,"freshDAYLY - Fresh CBD Face Wash: A cruelty-free face wash, Fresh CBD Face Wash is made with 125 mg CBD and 6.25 mg THC and enriched with fatty acids. Formulated with nourishing ingredients, such as Olive Oil, Babassu Oil, Moringa Oil, and Argan Oil.

PROOFLY - Natural Clay CBD Face Mask: This all-natural deep cleansing face mask with a light rosy scent and light grey colour contains 500 mg CBD and high-quality kaolin clay. All natural, made without animal products or GMOs. Free of Parabens, Alcohol, synthetic fragrances and colours. 

PROOFLY - Rejuve CBD Face Cream: Get that coveted CBD experience with this luxurious Rejuve CBD Face Cream with 500 mg CBD and experience absolute facial joy. The science-based formula also contains Collagen, Hyaluronic Acid, Vitamin E, Jojoba Oil and Shea Butter. Rejuve CBD Face Cream is a light weight cream that does not leave a greasy film on your face. Fragrance-free",3 Pack,,https://cdn.ocs.ca/img/340142/00841527000407_a1c1_compressed_340142.jpg,EA,YES,58.37,3,0,0,0,0,0,0,0,0,3.57,Sativa Dominant,,Indoor,0,00841527000407,340142,340142_3 Pack___,0,0,0,,0,,3,NEW,,,,Not Applicable,,Indoor,-,,,Ethanol,,,,,,,,,,6.250000,25.000000  mg/pack,125.000000,500.000000  mg/pack,,NO
Topicals,Creams and Lotions,Face Care,Japanese Cedar Bud CBD Face Cream,Pura Earth,HydRx Farms ltd.,,,50g,,https://cdn.ocs.ca/img/340153/00628504019870_A1C1_compressed_340153.PNG,EA,NO,31.16,1,0,0,0,0,0,0,0,0,0.7,Indica Dominant,,Indoor,0,00628504019870,340153,340153_50g___,0,0,0,,0,,12,,,,,Not Applicable,,Indoor,-,,,CO2,,,,,,,,,,,,250.000000,250.000000  mg/pack,,NO
Topicals,Creams and Lotions,Face Care,Rosemary and Tea Tree CBD Gel,Pura Earth,HydRx Farms ltd.,,,50g,,https://cdn.ocs.ca/img/340154/00628504019863_A1C1_compressed_340154.PNG,EA,NO,28.51,1,0,0,0,0,0,0,0,0,0.7,Indica Dominant,,Indoor,0,00628504019863,340154,340154_50g___,0,0,0,,0,,12,,,,,Not Applicable,,Indoor,-,,,CO2,,,,,,,,,,,,125.000000,125.000000  mg/pack,,NO
Topicals,Creams and Lotions,Face Care,Collodial Oatmeal CBD Cream,Pura Earth,HydRx Farms ltd.,,,50g,,https://cdn.ocs.ca/img/340155/00628504019856_A1C1_compressed_340155.PNG,EA,NO,28.51,1,0,0,0,0,0,0,0,0,0.7,Indica Dominant,,Indoor,0,00628504019856,340155,340155_50g___,0,0,0,,0,,12,,,,,Not Applicable,,Indoor,-,,,CO2,,,,,,,,,,,,125.000000,125.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,MICROLIFE Balanced 1:1 Caramel Chocolate,ASPIRE,ASPIRE INFUSIONS INC.,,,4 Pack,,https://cdn.ocs.ca/img/330530/00628110180056_00_compress_330530.jpg,EA,NO,3.15,1,0,0,0,0,0,0,0,0,0.05,Blend,,-,0,00628110180056,330530,330530_4 Pack___,0,0,0,,0,12,48,,,Contains MILK|Contains SOY,,-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,10.000000,10.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,Hash Rosin Carrot Cake Truffle - White Chocolate,Rosin Heads,WEED ME INC,,,1 Pack,,https://cdn.ocs.ca/img/330520/00843087002280_00_compress_330520.jpg,EA,NO,5.94,1,0,0,0,0,0,0,0,0,0.83,Hybrid,"Bisabolol,Farnasene,Humulene,Limonene,Limonene",-,0,00843087002280,330520,330520_1 Pack___,0,0,0,,0,,12,,,,,-,,-,-,,,-,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,1.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,Hash Rosin Pistachio Truffle - White Chocolate,Rosin Heads,WEED ME INC,,"Perfectly tempered white chocolate shells surround a rich, creamy and seriously decadent pistachio filing. Made with real pistachio paste for a true authentic flavour. Slightly sweet with an earthy nutty flavour, this is adult chocolate at its finest expression. Each piece is infused with 10mg of strain specific hash rosin (73-159 micron), because let’s face it, hash rosin makes cannabis better. Packaged in a protective pop top container to ensure the product arrives in pristine condition for your enjoyment. Rosin heads believes that edibles should be as balanced as the cannabis plant itself. That is why our chocolates are more than a delivery system. We provide consumers with a truly indulgent and fulfilling experience in both flavour and effect. 73-159 micron strain specific live rosin provides a robust effect from the terpene profile and minor cannabinoids for a true to the cultivar experience.",1 Pack,,https://cdn.ocs.ca/img/330521/00843087002310_00_compress_330521.jpg,EA,NO,5.94,1,0,0,0,0,0,0,0,0,0.83,Hybrid,"Bisabolol,Farnasene,Humulene,Limonene,Limonene",-,0,00843087002310,330521,330521_1 Pack___,0,0,0,,0,,12,,,Contains MILK|Contains SOY|May contain TREE NUTS,"Belgian white chocolate (sugar, cocoa butter, whole milk powder, lecithin (soy), natural vanilla flavor) and Sweetened pistachio paste (Pistachios, sugar, sunflower lecithin). ",-,,-,-,,,-,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,1.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,Hashy Holidaze Cranberry Truffle - White Chocolate,Rosin Heads,WEED ME INC,White Chocolate Cranberry Truffle. Infused with 10 mg of hash rosin. 12.5 g.,A one-of-a-kind chocolate truffle. Perfectly tempered white chocolate shells surround a perfectly balanced cranberry filling that is not too sweet or sour. Hints of red berries and a tart sweetness will leave you wanting more. Each piece is infused with 10 mg of strain specific hash rosin (73-159 microns). Packaged in a protective pop top container to ensure the product arrives in pristine condition. Rosin Heads believes that edibles should be as balanced as the cannabis plant itself. That is why our chocolates are more than a delivery system. We provide consumers with a truly indulgent and fulfilling flavour experience.,1 Pack,,https://cdn.ocs.ca/img/330522/00843087002327_00_compress_330522.jpg,EA,NO,5.94,1,0,0,0,0,0,0,0,0,0.83,Hybrid,"Bisabolol,Farnasene,Humulene,Limonene,Limonene",-,0,00843087002327,330522,330522_1 Pack___,0,0,0,,0,,12,,,,,-,,-,-,,,-,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,1.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,White Chocolate Strawberry and Sweet Basil,flir,Final Bell Inc,"A recipe of real Columbian-origin white chocolate, natural strawberry flavour, and an essence of basil that contains 10 mg THC and 2 mg CBD.","A former legacy brand with an epicurean approach to edibles, flir combines unique ingredients that will surprise the palate of even the most discerning gourmand. Inspired by the balcony gardens of Montreal and warm spring breezes, the brand debuts with a flavour combination of real Columbian-origin white chocolate, natural strawberry flavour, and an essence of basil that contains 10 mg THC and 2 mg CBD.",1 Pack,,https://cdn.ocs.ca/img/330301/0055847600371_00_compress_330301.jpg,EA,YES,5.28,12,0,0,0,0,0,0,0,0,1.87,Blend,,-,0,00055847600371,330301,330301_1 Pack___,0,0,0,,0,,12,,,Contains MILK|Contains SOY,,-,,-,Okanagan,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,2.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,Eggnog White Chocolate,Back Forty,Auxly Charlottetown Inc.,Eggnog White Chocolate is back with 10mg of pure THC distillate in a single piece of delicious creamy white chocolate with notes of holiday spices.,"Our take on a classic eggnog white chocolate. Back Forty Eggnog White Chocolate is back with 10mg of pure THC distillate in a single piece of delicious creamy white chocolate with notes of holiday spices. Back Forty requires no introduction because it already feels familiar. With a product suite that fits seamlessly into your day-to-day and without the need to overthink it, Back Forty provides a better experience for less. Take a trip and explore the Back Forty.",1 Pack,,https://cdn.ocs.ca/img/330216/00826061228579_00_compress_330216.jpg,EA,NO,3.29,12,0,0,0,0,0,0,0,0,0.5,Blend,,-,0,00826061228579,330216,330216_1 Pack___,0,0,0,,0,,12,,,,"White Chocolate [Sugar, Cocoa Butter, Whole Milk Powder, Soy Lecithin, Natural Vanilla Flavour], Natural Flavour, Cannabis Distillate, Nutmeg, Cinnamon. ",-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,1.000000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,White Chocolate Creamy Caramel,Wabi Sabi,1998643 ALBERTA LTD O/A STIGMA GROW,Wabi Sabi White Chocolate Creamy Caramel Indica is an artisanal chocolate combining  Belgian Chocolate with full spectrum BC White Rhino extract.,"Wabi Sabi White Chocolate Creamy Caramel Indica is an artisanal chocolate uniquely combining premium Belgian Chocolate with carefully paired full spectrum BC White Rhino indica cannabis extract. This results in not just great non-cannabis taste but also a unique cannabinoid-rich terpene profile and experience. A smooth white chocolate shell contains a delicious creamy blend of caramel chocolate, topped with crunchy toffee bits. Each chocolate is carefully hand-made by passionate chocolatiers, using European craft chocolate equipment and processes. Every chocolate has a fully edible printed cocoa butter bottom with unique THC logo for optimal safety. This product does not contain gluten.",2 Pack,,https://cdn.ocs.ca/img/330266/00843686054154_00_compress_330266.jpg,EA,NO,6.6,12,0,0,0,0,0,0,0,0,1.47,Indica Dominant,"Alpha-Bisabolol,Alpha-Humulene,Beta-Caryophyllene,Caryophyllene,Caryophyllene",-,0,00843686054154,330266,330266_2 Pack___,0,0,0,,0,,12,,,Contains MILK|Contains SOY|Contains TREE NUTS,"Sugars (sugar, lactose, caramelized sugar, sweetened condensed milk, icing sugar), cocoa butter, modified milk ingredients, butter, unsweetened chocolate, almonds, vegetable oil (sunflower oil, medium chain triglyceride oil), soy lecithin, salt, cannabis extract, natural flavour, titanium dioxide, Allura Red, Tartrazine, Brilliant Blue FCF.
Contains: milk, soy, tree nuts",-,,-,Fraser Valley,,,CO2,,,,,,,,,,10.000000,10.000000  mg/pack,0.900000,0.900000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,THC Cookies and Cream White Chocolate,Bhang,INDIVA INC.,Blending gourmet white chocolate with crunchy chocolate cookie bits. This bar contains 10 mg of THC and is scored into four pieces.,"Bhang® THC Cookies and Cream White Chocolate is the perfect pairing of gourmet white chocolate and THC, scored into four pieces perfect for sharing. Indulge in the cannabis-free flavour of white chocolate, and crunchy cookie bits. ",1x10g,,https://cdn.ocs.ca/img/330143/00800447000485_00_compress_330143.jpg,EA,YES,3.19,12,0,0,0,0,0,0,0,0,0.66,Blend,,-,0,00800447000485,330143,330143_1x10g___,0,0,0,,0,,12,,,May contain EGGS|Contains MILK,"White chocolate (sugar, cocoa butter, milk powder, lactose, sunflower lecithin, natural vanilla flavour, vanilla beans), Chocolate wafers [sugars (sugar, tapioca syrup), pea starch, palm oil, potato starch, rice flour, cocoa powder, tapioca starch, water, pea protein, salt, pea fibre, natural flavour, inulin, sunflower lecithin, sodium bicarbonate, modified cellulose], Cocoa butter, Cannabis extract. (contains Milk, May Contain Eggs)
",-,,-,-,,,CO2,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Mint Cookie BLZRD White Chocolate,Legend,DYCAR PHARMACEUTICALS LTD.,"Legend's Mint flavoured, Organic Fairtrade white chocolate, with gluten-free dark cookie crumble, delivers an exceptional taste experience.","Legend's Mint flavoured, Organic Fairtrade white chocolate, with dark cookie crumble made without gluten, delivers an exceptional taste experience. This delicious chocolate comes with 10mg of THC, and utilizes MCT oil to improve the bioavailability of the cannabinoids in each mouth-watering bite.",1 Pack,,https://cdn.ocs.ca/img/330293/00628011583578_00_compress_330293.jpg,EA,YES,3.19,12,0,0,0,0,0,0,0,0,0.66,Blend,,-,0,00628011583598,330293,330293_1 Pack___,0,0,0,,0,,12,,,Contains MILK,"Organic White Chocolate (organic cocoa butter, organic raw cane sugar, organic whole milk powder), chocolate cookie crumbles (Sugars (cane sugar, tapioca syrup), Non-hydrogenated shortening (palm oil, modified palm oil), Pea starch, Potato starch, White rice flour, Cocoa powder, Tapioca starch, Water, Pea protein, Salt, Natural flavour, Pea fibre, Sunflower lecithin, Inulin, Sodium bicarbonate, Modified cellulose), food colour preparation (tartrazine, brilliant blue FCF), peppermint flavour, cannabis distillate.",-,,-,Kootenays,,,CO2,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Birthday Cake White Chocolate,Legend,DYCAR PHARMACEUTICALS LTD.,"1x10g Vanilla Cake flavoured White Chocolate a colourful candy confetti topping, and 10mg of THC.","Legend's organic Fairtrade white chocolate, with vanilla cake flavouring and colourful candy confetti, delivers an exceptional taste experience. This delicious 10g chocolate comes with 10mg of THC and utilizes MCT oil to improve the bioavailability of the cannabinoids in each mouth-watering bite.",1 Pack,,https://cdn.ocs.ca/img/330380/00628011583604_00_compress_330380.jpg,EA,YES,3.19,12,0,0,0,0,0,0,0,0,0.66,Blend,,-,0,00628011583604,330380,330380_1 Pack___,0,0,0,,0,,12,,,,"Organic White Chocolate (organic cocoa butter, organic raw cane sugar, organic whole milk powder), rainbow sprinkles(icing sugar, modified palm kernel oil, corn starch, glucose, soy lecithin, artificial colour (allura red, erythrosine, brilliant blue FCF,",-,,-,-,,,CO2,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,0.200000  mg/pack,,NO
Edibles,Chocolates,White Chocolates,Full Spectrum THC Chocolate KEY LIME PIE,CANNA SQUARZ,TOKEN NATURALS LTD.,Canna Squarz Full Spectrum 10 mg THC Chocolate in the flavour Key Lime Pie.,"A dessert classic now being served as an edible. The tangy bite of key limes and the sweet graham cracker crust infused with our vanilla chocolate make this a delicious edible choice. We use a proprietary cannabis extract customized for edibles. Our extract is full of cannabinoids and terpenes. THC is just one of over 100 cannabinoids found in the plant, making our edibles unique. With more than 10 years experience of manufacturing edibles, we have perfected the strains we use and the process we use. Try our full spectrum and great tasting chocolates today!",7g,,https://cdn.ocs.ca/img/330424/00628110800329_00_compress_330424.jpg,EA,YES,3.29,12,0,0,0,0,0,0,0,0,0.47,Blend,,-,0,00628110800329,330424,330424_7g___,0,0,0,,0,,12,,,,"Ingredients: Sugar, Palm kernel oil, Palm oil, Whey, Skim milk, Titanium dioxide, Hydrogenated palm kernel oil (soya lecithin), Sunflower lecithin, Vanilla powder (vanilla, sugar), Natural flavours, Cannabis extract.  
",-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Full Spectrum THC Chocolate ROOTBEER FLOAT,CANNA SQUARZ,TOKEN NATURALS LTD.,Canna Squarz Full Spectrum 10 mg THC Chocolate Root Beer Float.,"A scoop of vanilla ice cream in a creamy root beer. We recreated this classic treat to make a unique edible experience. We use a proprietary cannabis extract customized for edibles. Our extract is full of cannabinoids and terpenes. THC is just one of over 100 cannabinoids found in the plant, making our edibles unique. With more than 10 years experience of manufacturing edibles, we have perfected the strains we use and the process we use. Try our full spectrum and great tasting chocolates today!",7g,,https://cdn.ocs.ca/img/330425/00628110800367_00_compress_330425.jpg,EA,YES,3.29,12,0,0,0,0,0,0,0,0,0.47,Blend,,-,0,00628110800367,330425,330425_7g___,0,0,0,,0,,12,,,,"Ingredients: Sugar, Palm kernel oil, Palm oil, Whey, Skim milk, Titanium dioxide, Hydrogenated palm kernel oil (soya lecithin), Sunflower lecithin, Vanilla powder (vanilla, sugar), Natural flavours, Cannabis extract.",-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Full Spectrum THC Chocolate MINI DOUGHNUTS,CANNA SQUARZ,TOKEN NATURALS LTD.,Canna Squarz Full Spectrum 10 mg THC Chocolate Mini Doughnuts.,"Cinnamon and sugar are the perfect combination. We took it one step further and added vanilla chocolate to create a carnival favourite that you don’t have to wait in line for. The taste is amazing! We use a proprietary cannabis extract customized for edibles. Our extract is full of cannabinoids and terpenes. THC is just one of over 100 cannabinoids found in the plant, making our edibles unique. With more than 10 years experience of manufacturing edibles, we have perfected the strains we use and the process we use. Try our full spectrum and great tasting chocolates today!",7g,,https://cdn.ocs.ca/img/330426/00628110800336_00_compress_330426.jpg,EA,YES,3.29,12,0,0,0,0,0,0,0,0,0.47,Blend,,-,0,00628110800336,330426,330426_7g___,0,0,0,,0,,12,,,,"Ingredients: Sugar, Palm kernel oil, Palm oil, Whey, Skim milk, Titanium dioxide, Hydrogenated palm kernel oil (soya lecithin), Sunflower lecithin, Vanilla powder (vanilla, sugar), Natural flavours, Cannabis extract.",-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Edi's Peppermint Chocolate Minis,Foray,Auxly Charlottetown Inc.,"These delicious bite sized morsels crafted for chocolate lovers are made in an approachable 0.5mg of THC per piece, for your desired experience.","Foray’s familiar favourites re-imagined by Edi’s in a delightful snackable format. These delicious bite sized morsels crafted for chocolate lovers are made in an approachable 0.5mg of THC per piece, allowing you to choose your own desired experience. Edi’s Chocolate Minis are sourced from one of the world’s leading European chocolate suppliers, and available for a limited time only in a new seasonal fall flavour. Deck the halls with Edi’s Peppermint Chocolate Minis. These delicious bite sized peppermint chocolates will spread joy throughout your holiday season.",20 Pack,,https://cdn.ocs.ca/img/330443/00826061229019_00_compress_330443.jpg,EA,YES,9.92,12,0,0,0,0,0,0,0,0,7,Blend,,-,0,00826061229019,330443,330443_20 Pack___,0,0,0,,0,,12,,,,,-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Hash Rosin Chocolate,A-Ha!,CANNMART INC,,,2 Pack,,https://cdn.ocs.ca/img/330452/00628678595781_00_compress_330452.jpg,EA,NO,6.31,1,0,0,0,0,0,0,0,0,1.33,Hybrid,,-,0,00628678595781,330452,330452_2 Pack___,0,0,0,,0,,12,,,,,-,,-,-,,,Ethanol,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,THC Candy Cane White Chocolate,Bhang,INDIVA INC.,Bhang® THC Candy Cane White Chocolate blends gourmet white chocolate with crushed candy cane. This bar contains 10 mg of THC and is scored into four pieces.,"Bhang® THC Candy Cane White Chocolate is the perfect pairing of gourmet white chocolate and THC, scored into four pieces. Indulge in the cannabis-free flavour of white chocolate, crushed candy cane and 10 mg THC per bar. Bhang® didn’t create cannabis chocolate, they just perfected it. Bhang chocolate is made with sustainably sourced cacao using chocolate produced by a European-trained chocolatier. All our products have a chocolate-first, cannabis-free flavour.",1 Pack,,,EA,YES,3.19,48,0,0,0,0,0,0,0,0,0.67,Blend,,-,0,00800447001239,330468,330468_1 Pack___,0,0,0,,0,,48,NEW,,Contains MILK,"White chocolate (sugar, cocoa butter, milk powder, lactose, sunflower lecithin, natural vanilla flavor, vanilla beans), chocolate wafers [sugar (sugar, tapioca syrup), pea starch, palm oil, potato starch, rice flour, cocoa powder, tapioca starch, water, pea protein, salt, pea fiber, natural flavors, inulin, sunflower lecithin, sodium bicarbonate, modified cellulose], cocoa butter, cannabis extract",-,,-,London,,,-,,,,,,,,,,10.000000,10.000000  mg/pack,,,,NO
Edibles,Chocolates,White Chocolates,Irish White Chocolate THC,Indiva Life,INDIVA INC.,"Kiss me, I'm Irish! Creamy white chocolate with 10 mg THC per package.","Chocolate is good, but white chocolate is kiss-me level good. Let your mouth savour the creamy flavours of decadent white chocolate, all combined with 10 mg of THC to make the experience that much better. Each package of Irish White Chocolate THC contains 10 mg of THC. Indiva Life is all about easily incorporating cannabis into your life. Multiple formats, innovative products, and unique flavour profiles come together to create a catalog of cannabis products you're sure to fall in love with.",1 Pack,,https://cdn.ocs.ca/img/330477/00800447001765_00_compress_330477.jpg,EA,YES,2.79,48,0,0,0,0,0,0,0,0,0.6,Blend,,-,0,00800447001765,330477,330477_1 Pack___,0,0,0,,0,,48,NEW,,,"White chocolate (sugar, cocoa butter, milk ingredients, soy lecithin, natural vanilla extract), Cocoa butter, Natural flavour, Cannabis extract  

Contains: Milk, Soy 
",-,,-,-,,,-,,,,,,,,,,10.000000,10.000000  mg/pack,0.000000,1.000000  mg/pack,,NO
Flower,Seeds,Autoflowering Seeds,Ice Cream Cake CBD:THC 1:1 Seeds (Autoflower),Autoflower Breeder's Club,GMLL Pharma Inc.,"The Wedding Cake Family has been making some noise these last few years. Named Ice Cream Cake due to its sweet and creamy taste and smell.
","The Wedding Cake Family (Pink Kush x Cookies) has been making some noise these last few years. Appropriately named Ice Cream Cake due to its sweet and creamy taste and smell, this ice cream flavoured cultivar can be enjoyed equally well in a bowl or a cone. Now in a CBD:THC 1:1 Autoflower format it is easy to grow while fast and early outdoors so you can harvest your own mid-summer ice cream. For best results, sprout and finish in a 5 gallon pot or larger.
",5 Pack,,https://cdn.ocs.ca/img/102120/00055668100142_01_compress_102120.jpg,EA,YES,23.2,12,8,13,0,0,8,13,0,0,5,-,,Greenhouse,0,00055668100142,102120,102120_5 Pack___,0,0,0,,0,,12,,,,,-,,Greenhouse,-,,,,,,,,,,,,,,,,,,NO
Flower,Seeds,Autoflowering Seeds,Exodus UK Cheese THC Seeds (Autoflower),Autoflower Breeder's Club,GMLL Pharma Inc.,This Cheesy THC Autoflower will give you a chance to grow and experience UK Cheese.,This Cheesy THC Autoflower will give you a chance to grow and experience UK Cheese.,5 Pack,,https://cdn.ocs.ca/img/102074/055668100302_00_compress_102074.jpg,EA,YES,23.2,12,0,0,0,0,0,0,0,0,5,Hybrid,,Greenhouse,0,00055668100302,102074,102074_5 Pack___,0,0,0,,0,,12,,,,,-,,Greenhouse,-,,,,,,,,,,,,,,,,,,NO
Flower,Seeds,Autoflowering Seeds,Magic Melon Seeds (Autoflower),Humboldt Seed Company,ANC INC,These feminized Magic Melon Autoflower seeds combine the pungent Magic Melon strain with the ease of an autoflower.,"Combining the pungent Magic Melon strain with the ease and vigour of an autoflower makes these feminized seeds an obvious choice for anyone who wants a lot of bud quickly. We've been improving autoflowers to be as gorgeous as any full-season strain. All autoflowers require favourable conditions throughout the lifecycle, particularly in the early vegetative phase. It may flower early if the roots feel constrained. Pungent, funky fuel, with dense trichomes and a hint of raspberry. <ul><li>Flowering time: 55 days, October 1-15</li></ul> ",5 Pack,,https://cdn.ocs.ca/img/102000/00813540000825_01_compress_102000.jpg,EA,YES,39.79,12,0,0,0,0,0,0,0,0,5,Hybrid,,Outdoor,0,00813540000825,102000,102000_5 Pack___,0,0,0,,0,,12,,,,,-,,Outdoor,"Westwold, BC",,,,,,,,,,,,,,,,,,NO
Flower,Seeds,Autoflowering Seeds,AK-47 Seeds (Autoflower),34 Street Seed Co.,ANC INC,AK will reach a height up to 100 cm and can be harvested within 10-13 weeks from planting the seed without having to manage light schedules.,"AK-47 is a traditional classic now available in auto flower format. AK will reach a height up to 100 cm and can be harvested within 10-13 weeks from planting the seed without having to manage light schedules. The flower structure is dense and heavily covered in resin with purple hues toward late flower, with high potency and flavour profiles.",5 Pack,,https://cdn.ocs.ca/img/101832/00813540000641_01_compress_101832.jpg,EA,NO,33.15,12,0,0,0,0,0,0,0,0,5,Sativa Dominant,,Indoor,0,00813540000641,101832,101832_5 Pack___,0,0,0,,0,,12,,,,,-,,Indoor,-,,,,,,,,,,,,,,,,,,NO
Flower,Seeds,Autoflowering Seeds,AK-47 X UK Cheese Seeds (Autoflower),34 Street Seed Co.,ANC INC,"This AK and Cheese cross will develop large dense flower sites, while reaching up to 100 cm tall. This cross should be ready to harvest within 10-13 weeks from planting.","This AK and Cheese cross will develop large dense flower sites, while reaching up to 100 cm tall. This cross should be ready to harvest within 10-13 weeks from planting, and packs a medium yield with high potency. The Ruderalis lineage will trigger an automatic flower without the need for lighting schedules while the Cheese lineage will produce hints of cheese with spicy aromas. This cultivar is great for beginners and resistant to pests.",5 Pack,,https://cdn.ocs.ca/img/101833/00813540000672_01_compress_101833.jpg,EA,NO,33.15,12,0,0,0,0,0,0,0,0,5,Sativa Dominant,,Indoor,0,00813540000672,101833,101833_5 Pack___,0,0,0,,0,,12,,,,,-,,Indoor,-,,,,,,,,,,,,,,,,,,NO
Flower,Seeds,Autoflowering Seeds,Mystery Mixed Pack Seeds (Autoflower),Pedro's Magic Beans,ICHOR INC.,"A mystery mixed pack of Magic Beans. Plant to discover your 4 different mystery cultivars, carefully selected to suit expert and novice growers alike!","Fee-Fi-Fo-Fum! Industry giants make growing your own cannabis seem like a scary thing. At Pedro’s Magic Beans, we think ultra-unique, high-quality genetics should be accessible to the home grower. Our Mystery Mixed Pack of Magic Beans combines 4 different mystery seeds in one bag for the ultimate surprise. For the first-time cultivator, learn to grow, identify and harvest your precious plants. For the seasoned gardener, use these seeds to test your knowledge, or discover something new! All seeds are autoflower, and suitable for indoor, outdoor or greenhouse cultivation.",4 Pack,,https://cdn.ocs.ca/img/102973/00842262044008_00_compress_102973.jpg,EA,NO,19.88,1,0,0,0,0,0,0,0,0,4,Blend,,Indoor,0,00842262044008,102973,102973_4 Pack___,0,0,0,,0,,12,,,,,-,,Indoor,-,,,,,,,,,,,,,,,,,,NO
Flower,Seeds,Autoflowering Seeds,Cali Orange Sherbet CBD:THC 1:1 Autoflowering Seeds,Autoflower Breeder's Club,GMLL Pharma Inc.,Cali Orange Sherbet is now in an easy to grow 1:1 CBD:THC autoflower variety. The sweet sticky buds are ready in 8-10 weeks from seed.,"California is now one of the major sources of the hippest new breeding lines. This one is no exception. Cali Orange Sherbet is now in an easy to grow 1:1 CBD:THC autoflower variety. From the Emerald Triangle in North California comes this sweet sherbet family member. For best results, sprout and finish in a 5 gallon pot or larger.",5 Pack,,https://cdn.ocs.ca/img/102872/0055668100227_00_compress_102872.jpg,EA,YES,23.2,12,10,20,0,0,10,20,0,0,5,Sativa Dominant,,Greenhouse,0,00055668100227,102872,102872_5 Pack___,0,0,0,,0,,12,,,,,-,,Greenhouse,-,,,,,,,,,,,,,,,,,,NO
