SKU,Product_Name,Brand_Name,BC_INDIGENOUS_PRODUCT,SubCategory,Class,Origin_Country,Origin_Region,Origin_SubRegion,SU_Qty_In_Each_Case,SU_CODE,SU_CODE_TYPE,CASE_CODE,CASE_CODE_TYPE,SU_product_net_size,SU_product_net_size_uom,SU_volume_equivalency,SU_volume_equivalency_UOM,CASE_WEIGHT,CASE_WEIGHT_UOM,Strain,Species,PER_ACTIVATION_CBD_MAX,PER_ACTIVATION_CBD_MIN,PER_ACTIVATION_CBD_UOM,PER_ACTIVATION_THC_MAX,PER_ACTIVATION_THC_MIN,PER_ACTIVATION_THC_UOM,PER_DISCRETE_UNIT_CBD_MAX,PER_DISCRETE_UNIT_CBD_MIN,PER_DISCRETE_UNIT_CBD_UOM,PER_DISCRETE_UNIT_THC_MAX,PER_DISCRETE_UNIT_THC_MIN,PER_DISCRETE_UNIT_THC_UOM,PER_RETAIL_UNIT_CBD_MAX,PER_RETAIL_UNIT_CBD_MIN,PER_RETAIL_UNIT_CBD_UOM,PER_RETAIL_UNIT_THC_MAX,PER_RETAIL_UNIT_THC_MIN,PER_RETAIL_UNIT_THC_UOM,Extraction_Process,Packaging_Material,Consumption_Method,Harvesting_Method,Growing_Method,Terpene_1_Type,Terpene_2_Type,Terpene_3_Type,Number_of_consumer_items,Consumer_item_size,Consumer_item_size_uom,Ecomm_Short_Description,Ecomm_Long_Description
1040914,WATERMELON OG DISTILLATE VAPE,RAD,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Falkland,12,00842360011131,GTIN,30842360011132,GTIN,1,GRAM,4,GRAM,320,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,900,800,mg/g,CO2,PLASTIC,,,,,,,1,1,GRAM,Vape with a 5% botanical terpene profile.,RAD Watermelon OG Distillate Vapes have a 5% botanical terpene profile. This indica strain is housed in high quality hardware that will fit with any 510 battery.
1040922,RAINBOW KUSH LIVE RESIN CARTRIDGE,RAD,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Falkland,12,00842360010509,GTIN,30842360010500,GTIN,1,GRAM,4,GRAM,90.7,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,800,650,mg/g,BUTANE,PLASTIC,,,,OCIMENE,LIMONENE,,1,1,GRAM,Live resin cart with zesty citrus and diesel flavours come and 4-8% terpene profile.,RAD Rainbow Kush Live Resin cartridges offer a stellar extract crafted with fresh-frozen whole buds. Zesty citrus and diesel flavours come from the 4-8% terpene profile with dominant amounts of limonene and ocimene.
1040930,STRAWBERRY ALIEN SHATTER,RAD,N,Inhalable Extracts,Shatter,Canada,British Columbia,Falkland,12,00842360012725,GTIN,30842360012726,GTIN,1,GRAM,4,GRAM,86.76,GRAM,,HYBRID,,,,,,,,,,,,,10,0,mg/g,850,700,mg/g,BUTANE,POLYETHYLENE_TEREP,,,,MYRCENE,HUMULENE,BETA_CARYOPHYLLENE,1,1,GRAM,Golden and brittle concentrate with aromas of strawberries and cherries.,RAD Strawberry Alien Shatter is produced via hydrocarbon extraction to produce a golden and brittle concentrate with aromas of strawberries and cherries. Best enjoyed with a dab rig or dab pen.
1040948,TROPICALI SOUR LIVE ROSIN CARTRIDGE,RAD,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Falkland,12,00842360014255,GTIN,30842360014256,GTIN,1,GRAM,4,GRAM,340,GRAM,,SATIVA,,,,,,,,,,,,,20,0,mg/g,700,600,mg/g,HEAT,PLASTIC,,,,LIMONENE,CARYOPHYLLENE,BISABOLOL,1,1,GRAM,Delicious solventless extract with tropical and citrusy flavour profiles.,"Try RAD Tropicali Sour Live Rosin, a potent and wickedly delicious solventless extract crafted using only single-strain, fresh-frozen whole bud. Dive into an even more radical experience than a traditional rosin with delicious tropical and citrusy flavour profiles. Compatible with any 510 thread battery."
1040955,TROPIC THUNDER HONEY OIL CARTRIDGE,Pura Vida,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Falkland,12,00842360014132,GTIN,30842360014133,GTIN,1,GRAM,4,GRAM,340,GRAM,,SATIVA,,,,,,,,,,,,,20,0,mg/g,800,700,mg/g,CO2,PLASTIC,,,,LINALOOL,LIMONENE,ALPHA_PINENE,1,1,GRAM,Sativa honey oil with notes of citrus and tropical fruit.,Pura Vida’s Tropic Thunder Honey Oil is carefully extracted from hand-selected sativa flower. The proprietary extraction process produces a vapeable product with citrus and tropical flavours. It is compatible with 510-thread batteries.
1040963,GRAPE APE HONEY OIL CARTRIDGE,Pura Vida,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Falkland,12,00842360014057,GTIN,30842360014058,GTIN,1,GRAM,4,GRAM,340,GRAM,,INDICA,,,,,,,,,,,,,20,0,mg/g,800,670,mg/g,CO2,PLASTIC,,,,MYRCENE,BETA_CARYOPHYLLENE,ALPHA_PINENE,1,1,GRAM,Indica honey oil with sweet and skunky notes.,"Pura Vida’s Grape Ape Honey Oil is carefully extracted from hand-selected indica flower. The proprietary extraction process produces a vapeable product with sweet, berry and skunky flavours. It is compatible with 510-thread batteries."
1040971,TROPICALI SOUR LIVE ROSIN,RAD,N,Inhalable Extracts,Resin and Rosin,Canada,British Columbia,Falkland,12,00842360014224,GTIN,30842360014225,GTIN,1,GRAM,4,GRAM,620,GRAM,,,,,,,,,,,,,,,20,0,mg/g,700,600,mg/g,HEAT,POLYETHYLENE_TEREP,,,,LIMONENE,CARYOPHYLLENE,BISABOLOL,1,1,GRAM,"Crafted using only single strain bud, solventless extract created using heat and pressure.","RAD Tropicali Sour Live Rosin is crafted using only single strain, fresh-frozen whole bud leaving behind a wickedly potent and delicious tropical and citrusy flavoured end product. This solventless extract offers an even more radical experience than a traditional rosin, and is created using heat and pressure to form a pure and delicious final format."
1040989,PINK STAR FRUIT DIAMONDS,RAD,N,Inhalable Extracts,Other Inhalable Extracts,Canada,British Columbia,Falkland,12,00842360014309,GTIN,30842360014300,GTIN,1,GRAM,4,GRAM,560,GRAM,,,,,,,,,,,,,,,20,0,mg/g,900,800,mg/g,BUTANE,POLYETHYLENE_TEREP,,,,,,,1,1,GRAM,"Crafted from fresh-frozen, single strain whole buds and features fruity flavours paired with funky, floral notes.","RAD Pink Star Fruit Diamonds are crafted from fresh-frozen, single strain whole buds and cured to produce crystalline diamond. The extract is packed with radically fruity flavours paired with funky, floral notes. Can be used in your dab rigs, dab pens, crush into your joints, or sprinkle over your bong bowl."
1040997,AMETHYST CBD OIL,Queen of Bud,N,Ingestible Extracts,Oils and Tinctures,Canada,British Columbia,Falkland,12,00842360009367,GTIN,30842360009368,GTIN,28.2,GRAM,0.4,GRAM,1140,GRAM,,BLEND,,,,,,,,,,,,,26,24,mg/g,4,0,mg/g,CO2,GLASS,,,,,,,1,28.2,GRAM,CBD-dominant extract in an avocado oil base.,This CBD-dominant extract is made via state-of-the-art CO2 extraction and using greenhouse-grown cannabis out of the Niagara region. It has an avocado oil base.
1041003,SOMETHING ABOUT LARRY,Liiv,N,Flower,Sativa,Canada,Ontario,Vaughan,12,00841464003035,GTIN,20841464003039,GTIN,7,GRAM,7,GRAM,780,GRAM,,SATIVA,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,LIMONENE,BETA_CARYOPHYLLENE,1,7,GRAM,Sativa-leaning hybrid with piney and Kush back notes.,"Something About Larry is a rare cross of SFV Kush x Lemon Larry Hybrid (high-THC Cali genetic). This hybrid Kush strain is designed for the OG, Chem, and Sour afficionados with a high-THC punch. A lemon-pledge fuel funk sativa-leaning hybrid with piney and Kush back notes, this strain boasts rock solid rounded buds with a white frost and light green appearance."
1041011,ROUTE 66,Liiv,N,Flower,Indica,Canada,Ontario,Vaughan,12,00841464003028,GTIN,20841464003022,GTIN,7,GRAM,7,GRAM,780,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,NEROLIDOL,LIMONENE,BETA_CARYOPHYLLENE,1,7,GRAM,"Indica-dominant strain with notes of fuel, earth, and citrus.","Liiv Route 66 is a cross of Chemdog and SFV OG Kush. Unique in Canada and named after its excessively gassy flavour and smell, this indica-dominant strain produces a flavourful smoke with notes of fuel, earth, and citrus."
1041029,ORANGE MONKEY,Liiv,N,Flower,Indica,Canada,Ontario,Vaughan,12,00841464003042,GTIN,20841464003046,GTIN,7,GRAM,7,GRAM,780,GRAM,CHIMP MINTS,INDICA,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,LIMONENE,CARYOPHYLLENE,1,7,GRAM,"High-THC, indica-dominant hybrid with a citrus aroma.","High-THC, indica-dominant hybrid with a terpene content of over 4.5% and a very strong citrus aroma from a terpene profile of limonene, myrcene, and caryophyllene. The buds show distinct orange hairs and a frosty coating of amber crystal trichomes."
1041037,VANILLA VAPE CARTRIDGE,Lamplighter,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Cranbrook,6,00628011583369,GTIN,10628011583366,GTIN,1,GRAM,4,GRAM,260,GRAM,,BLEND,,,,,,,,,,,,,10,2,mg/g,840,800,mg/g,CO2,CORRUGATED_SOLID,,,,LIMONENE,BETA_CARYOPHYLLENE,,1,1,GRAM,Vanilla 510 vape cart.,"Vanilla Lamplighter is true to its name flavour, it utilizes a double distillation process, combined with high-quality flavouring agents. Custom hardware includes a glass tank, providing the purest flavour, no clogging, and limited to no leakage. This vape cart is compatible with 510-thread batteries."
1041045,SNOWBALL KUSH,Table Top,N,Flower,Indica,Canada,British Columbia,Pitt Meadows,12,00842650000838,GTIN,20842650000832,GTIN,3.5,GRAM,3.5,GRAM,220,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,230,180,mg/g,,PLASTIC,,,INDOOR,FARNESENE,CARYOPHYLLENE,BISABOLOL,1,3.5,GRAM,"Indica-dominant hybrid with creamy, citrus, sweet and sour flavours.","Snowball Kush from Table Top is limited release in BC only. Grown in BC, this small-batch, indica-dominant hybrid is a mix of The White and Chem 4 OG and brings orange, creamy, citrus, sweet and sour flavours from farnesene, caryophyllene, and bisabolol."
1041052,CBN DOSI X PURPLE PUNCH VAPE CARTRIDGE,Northbound Cannabis,N,Inhalable Extracts,Cartridge,Canada,Ontario,Barrie,12,00628639000828,GTIN,10628639000825,GTIN,1,GRAM,4,GRAM,640,GRAM,,INDICA,,,,,,,,,,,,,20,0,mg/g,530,450,mg/g,CO2,POLYETHYLENE_TEREP,,,,LIMONENE,BETA_MYRCENE,BETA_CARYOPHYLLENE,1,1,GRAM,"High-CBN, indica-dominant hybrid inspired by crossover cultivars Dosidos X Purple Punch.","Northbound Cannabis' high-CBN formulation is an indica-dominant hybrid inspired by crossover cultivars Dosidos X Purple Punch, containing  20-28% CBN and 45-53% THC. This CBN Vape is formulated at MediPharm Labs GMP facility using refined CBN material and individually sourced terpenes to create a high-quality, unique product."
1041060,MK ULTRA,Aaron's BC Bud,N,Flower,Hybrid,Canada,Saskatchewan,Regina,12,00628634531358,GTIN,10628634531355,GTIN,3.5,GRAM,3.5,GRAM,240,GRAM,,HYBRID,,,,,,,,,,,,,100,0,mg/g,290,240,mg/g,,HDPE,,,INDOOR,EUCALYPTOL,CARENE,ALPHA_PINENE,1,3.5,GRAM,Potent indica-dominant hybrid bred from OG Kush and G-13.,Potent indica-dominant hybrid bred from OG Kush and G-13.
1041078,REEFERMAN'S ROCKSTAR,Aaron's BC Bud,N,Flower,Hybrid,Canada,Saskatchewan,Regina,12,00628634531341,GTIN,10628634531348,GTIN,3.5,GRAM,3.5,GRAM,240,GRAM,,HYBRID,,,,,,,,,,,,,100,0,mg/g,270,220,mg/g,,HDPE,,,INDOOR,HUMULENE,BISABOLOL,BETA_CARYOPHYLLENE,1,3.5,GRAM,Indica-dominant cross of powerful Rockstar and Bubba Kush.,"Originating from British Columbia, Rockstar Kush is a result of a crossing of powerful Rockstar and Bubba Kush. This 75/25 Indica-dominant strain has a THC level between 22 and 27% with a very low CBD level of only 0.27 – 0.46%."
1041086,BC ORGANIC BLUE DREAM PAX POD,Simply Bare,N,Inhalable Extracts,Cartridge,Canada,British Columbia,Delta,12,00688318000686,GTIN,10688318000683,GTIN,0.5,GRAM,2,GRAM,370,GRAM,,SATIVA,,,,,,,,,,,,,10,0,mg/g,800,740,mg/g,CO2,PULPBOARD,,,INDOOR,OCIMENE,MYRCENE,BETA_CARYOPHYLLENE,1,0.5,GRAM,Proprietary blend of Blue Dream with aromas of blueberries and pepper.,"Simply Bare's sativa-dominant BC Organic Blue Dream pods are extracted from cured, dried flower. Crafted in a proprietary blend, the resulting oil is a full expression of the flower, from the Blue Dream cultivar alone, and is organic certified. Simply Bare recommends consuming at the optimal temperature to truly appreciate the aromas of blueberries growing wild in their peak summer season with peppery undertones. Consult the PAX app to find the recommended optimal temperature for this cultivar."
1041094,MK ULTRA,Daily Special,N,Flower,Indica,Canada,Alberta,Edmonton,12,00629108307141,GTIN,30629108307012,GTIN,15,GRAM,15,GRAM,560,GRAM,,INDICA,,,,,,,,,,,,,100,0,mg/g,250,200,mg/g,,PLASTIC,,,INDOOR,LIMONENE,CARYOPHYLLENE,BETA_MYRCENE,1,15,GRAM,Renowned indica-dominant hybrid strain with woody and earthy scent with zesty hints of pine.,"Daily Special MK Ultra is a high-THC flower at a low price. Characterized by large dark, green buds with rich, bright orange hairs, this renowned indica-dominant hybrid strain contains 20% THC. As for its aroma, MK Ultra carries a distinctly woody and earthy scent with zesty hints of pine. Its primary terpene profile consists of beta-Myrcene, trans-Caryophyllene, limonene, guaiol, and alpha-humulene."
1041102,LAVENDER CHAMOMILE CBD 3:1 CART,Floresense,N,Inhalable Extracts,Cartridge,Canada,Ontario,Aylmer,12,00848876001338,GTIN,10848876001335,GTIN,1,GRAM,4,GRAM,260,GRAM,,BLEND,,,,,,,,,,,,,580,520,mg/g,265,205,mg/g,CO2,POLYETHYLENE_TEREP,,,,,,,1,1,GRAM,Cart with a high dose of CBD and moderate amount of THC.,"A part of the Wellness Line of Floresense products, the 3:1 Lavender Chamomile 1.0 g vape has a high dose of CBD and moderate amount of THC. The aroma and gentle flavour of Lavender Chamomile will leave you wanting more."
1041110,SATIVA 20% PLUS PRE-ROLLS,Weed Me,N,Pre-roll,Sativa,Canada,Ontario,PICKERING,12,00843087001498,GTIN,20843087001492,GTIN,3.5,GRAM,3.5,GRAM,384,GRAM,,SATIVA,,,,,,,,,,,,,50,0,mg/g,310,230,mg/g,,PLASTIC,,,INDOOR,TERPENE_VARIES,,,10,0.35,GRAM,"10-pack of sativa-dominant, strain specific 0.35g pre-rolls with high THC.","Presenting Weed Me's strain specific 0.35g pre-rolls! This sativa dominant strain boasts strong THC, and is milled and then filled into light-weight paper cones with a paper mouth piece."
1041128,INDICA 20% PLUS PRE-ROLLS,Weed Me,N,Pre-roll,Indica,Canada,Ontario,PICKERING,12,00843087001504,GTIN,20843087001508,GTIN,3.5,GRAM,3.5,GRAM,384,GRAM,,INDICA,,,,,,,,,,,,,50,0,mg/g,310,230,mg/g,,PLASTIC,,,INDOOR,TERPENE_VARIES,,,10,0.35,GRAM,"10 pack of indica-dominant, strain specific 0.35g pre-rolls with high THC.","Presenting Weed Me's strain specific 0.35g pre-rolls! This indica-dominant strain boasts a very strong THC, and is milled then filled into light-weight paper cones with a paper mouth piece."
1041136,GOLDEN PINEAPPLE PRE-ROLLS,Weed Me,N,Pre-roll,Hybrid,Canada,Ontario,PICKERING,24,00843087001658,GTIN,20843087001652,GTIN,1.5,GRAM,1.5,GRAM,300,GRAM,,HYBRID,,,,,,,,,,,,,10,0,mg/g,280,220,mg/g,,PLASTIC,,,INDOOR,TERPINOLENE,PINENE,MYRCENE,3,0.5,GRAM,3-pack of pre-rolls featuring tropical and fruity aromas similar to that of a pineapple.,Golden Pineapple is a hybrid strain of very strong THC potency potential. It is made by crossing Pineapple Kush and Golden Goat. Its aroma and flavour are very tropical and fruity; similar to that of a pineapple. Its light green buds are coated with crystal trichomes and golden pistils. The cannabis is milled and then filled into light-weight paper cones with a paper mouth piece.
1041144,HIGH POTENCY ALLEVIATING OIL,Transit,N,Topicals,Other Topicals,Canada,Ontario,Aylmer,6,00848876001178,GTIN,20848876001172,GTIN,60,GRAM,0.86,GRAM,540,GRAM,,BLEND,,,,,,,,,,,,,460,340,mg,345,255,mg,CO2,POLYETHYLENE_TEREP,,,,MENTHOL,ALPHA_PINENE,,1,60,GRAM,"Ultra-fast absorbing, all-natural oil.","Loaded with cannabinoids, this versatile, all-natural oil is an affordable topical. Transit Alleviating Oil is ultra-fast absorbing, non-greasy, and virtually scentless (once applied) for anytime use."
1041151,DOOBIES RESRVE BUBBA KUSH BLUNT PRE-ROLL,RAD Doobies,N,Pre-roll,Indica,Canada,Ontario,Fort Erie,12,00842360013432,GTIN,30842360013433,GTIN,1,GRAM,1,GRAM,200,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,HUMULENE,CARYOPHYLLENE,1,1,GRAM,Indica-dominant strain with sweet and pungent aroma.,"Indica-dominant RAD Doobies Reserve Bubba Kush Blunts have a sweet and pungent aroma and a terpene profile of caryophyllene, humulene, and myrcene."
1041169,ISLAND PINK BLUNTS PRE-ROLLS,Pura Vida Legacy,N,Pre-roll,Indica,Canada,Ontario,Fort Erie,12,00842360012312,GTIN,30842360012313,GTIN,1,GRAM,1,GRAM,220,GRAM,,INDICA,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,LIMONENE,CARYOPHYLLENE,1,1,GRAM,Indica-dominant strain with flavours of sweet vanilla and candy.,"Pura Vida Legacy Island Pink Blunts contain an indica-dominant strain with flavours of sweet vanilla and candy. It has a terpene profile of caryophyllene, myrcene, and limonene."
1041177,BUBBA KUSH PRE-ROLLS,Whistler Cannabis,N,Pre-roll,Indica,Canada,British Columbia,Whistler,12,00628242200417,GTIN,90628242200410,GTIN,1,GRAM,1,GRAM,346,GRAM,,INDICA,,,,,,,,,,,,,100,0,mg/g,290,210,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,LINALOOL,LIMONENE,BETA_CARYOPHYLLENE,2,0.5,GRAM,2-pack of indica-dominant half gram organic pre-rolls.,"A West Coast favourite through and through, Whistler Cannabis' Bubba Kush organic pre-rolls are packed with an indica hybrid of mysterious origins, which historically include another Canadian classic – Pink Kush. Their Bubba Kush strain has a sweet scent intertwined with notes of earth and pine and is cultivated in small batches by people with a passion for cannabis in a region globally recognized for growing the best. Whistler Cannabis' flower is organic certified by the Fraser Valley Organic Producers Association (FVOPA)."
1041185,MANGO PINEAPPLE COCONUT SPARKLING JUICE,Collective Project,N,Beverages,Carbonated Drink,Canada,Ontario,Tecumseh,12,00813862000169,GTIN,20813862000163,GTIN,355,MILLILITER,5,GRAM,5100,GRAM,,BLEND,,,,,,,,,,,,,5,5,mg,5,5,mg,ETHANOL,ALUMINUM,,,,TERPENE_VARIES,,,1,355,MILLILITER,,
1041193,LEMON HONEY GINGER CHAMOMILE SPAKLNG TEA,Collective Project,N,Beverages,Carbonated Drink,Canada,Ontario,Tecumseh,12,00813862000039,GTIN,20813862000033,GTIN,355,MILLILITER,5,GRAM,4800,GRAM,,BLEND,,,,,,,,,,,,,3,3,mg,3,3,mg,ETHANOL,ALUMINUM,,,,TERPENE_VARIES,,,1,355,MILLILITER,"Chamomile tea, lemon, honey, and ginger with 3mg of CBD and 3mg of THC.","Carbonated drink with chamomile tea, fresh lemon, sweet honey, and slight heat from ginger. Spicy and citrus terpenes add to the flavour. Contains 3mg of CBD and 3mg of THC."
1041201,BLOOD ORANGE YUZU VANILLA SPARKLNG JUICE,Collective Project,N,Beverages,Carbonated Drink,Canada,Ontario,Tecumseh,12,00813862000022,GTIN,20813862000026,GTIN,355,MILLILITER,5,GRAM,4680,GRAM,,BLEND,,,,,,,,,,,,,10,10,mg,10,10,mg,ETHANOL,ALUMINUM,,,,TERPENE_VARIES,,,1,355,MILLILITER,Cannabis-infused tea with bright flavours of Yuzu and Blood Orange.,"Collective Project's take on the classic creamsicle treat, they added the bright flavours of Yuzu and Blood Orange together with sweet vanilla for a truly remarkable beverage. They then added Cannabis citrus terpenes to round out the flavourful profile."
1041219,SPIRE FULL SPECTRUM VAPE PEN,OAKUM,N,Inhalable Extracts,Disposable Pens,Canada,British Columbia,Kelowna,12,00628678177055,GTIN,10628678177052,GTIN,0.5,GRAM,2,GRAM,4570,GRAM,,BLEND,,,,,,,,,,,,,60,10,mg/g,780,680,mg/g,CO2,POLYETHYLENE_TEREP,,,,LIMONENE,CARYOPHYLLENE,BISABOLOL,1,0.5,GRAM,Full Spectrum rechargable and disposable vape pen with cannabis oil from hydroponically-grown plants.,"The Spire Full Spectrum Disposable Vape Pen is an attractive, sleek, discrete, and compact sized pen. It is rechargeable and comes with a mini USB charger. It is filled with Oakum's premium full spectrum oil - CO2 extracted. No additives or flavours, just pure cannabis oil containing all the Terpenes and Cannabinoids - extracted, directly from their hydroponically-grown plants."
1041227,BLUEBERRY YUM YUM,Cake & Caviar by Habitat,N,Flower,Hybrid,Canada,British Columbia,Chase,12,00816598000076,GTIN,10816598000073,GTIN,3.5,GRAM,3.5,GRAM,1520,GRAM,,HYBRID,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,GLASS,,,INDOOR,LIMONENE,FARNESENE,CARYOPHYLLENE,1,3.5,GRAM,Hybrid strain coming from the classic old-school cultivar BC Blueberry OG.,Cake & Caviar's Blueberry Yum Yum strain comes from the classic old-school cultivar BC Blueberry OG. This deeply purple hued flower is densely caked with trichomes and smells like a freshly harvested blueberry. By adding Cake to the mix they've created a unique blend of smooth creamy smoke famous to their Cake strain and sweet characteristics known to the blueberry lineage.
1041235,OG KUSH,Palmetto,N,Flower,Indica,Canada,Alberta,Olds,12,00827885011613,GTIN,10827885011610,GTIN,3.5,GRAM,3.5,GRAM,568,GRAM,,INDICA,,,,,,,,,,,,,100,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,"Indica-dominant strain with bold, sweet, diesel-y flavour.",What’s there left to say about OG Kush? That it’s a fan favourite? That the hype is real? How about the fact that this is the kush all other kushes aspire to be? You already know the buds are dense and the flavour is bold and sweet and diesel-y. Palmetto 3.5 gram jars always include a humidity pack and guaranteeed THC of 20%+.
1041243,TROPICANNA GOLD,Top Leaf,N,Flower,Sativa,Canada,Alberta,Olds,12,00827885010357,GTIN,10827885010354,GTIN,3.5,GRAM,3.5,GRAM,2040,GRAM,,SATIVA,,,,,,,,,,,,,100,0,mg/g,290,230,mg/g,,GLASS,,,INDOOR,,,,1,3.5,GRAM,"Juicy sativa that offers unique tropical and fruity flavours, with natural touches of pine and earth.","Top Leaf Tropicanna Gold is a juicy sativa that offers unique tropical and fruity flavours, with natural touches of pine and earth. Guaranteed THC above 23% and available in 3.5 grams of perfectly cultivated dried flower, sealed for freshness in a glass container with a humidity pack included. Top Leaf prides itself on carefully crafted cannabis grown to exacting standards, hang dried, hand manicured and cured for 28 days in the heartland of AB."
1041250,COOKIES N' CREAM,MTL CANNABIS,N,Flower,Hybrid,Canada,Ontario,Pickering,12,00628176600888,GTIN,10628176600984,GTIN,3.5,GRAM,3.5,GRAM,480,GRAM,,HYBRID,,,,,,,,,,,,,10,0,mg/g,260,200,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,PINENE,MYRCENE,CARYOPHYLLENE,1,3.5,GRAM,Hybrid with aromas of baked goods and a nutty tangy aftertaste.,"With a coating of trichomes, MTL's Cookies N' Cream traces its lineage from Starfighter and GSC. Aromas of baked goods and a nutty tangy aftertaste. It has a terpene profile of caryophyllene, myrcene, and pinene."
1041268,ROMULAN GRAPE GOD BUBBLE HASH,Earthwolf Farms,N,Inhalable Extracts,Hash,Canada,British Columbia,Port Coquitlam,12,00877579000782,GTIN,20877579000793,GTIN,1,GRAM,4,GRAM,160,GRAM,,HYBRID,,,,,,,,,,,,,150,0,mg/g,600,450,mg/g,WATER,POLYETHYLENE_TEREP,,,,BETA_PINENE,BETA_MYRCENE,BETA_CARYOPHYLLENE,1,1,GRAM,"Hybrid cross of Romulan and GrapeGod, grown organically in the Fraser Canyon of BC.","This delightful hybrid, a cross of Romulan and GrapeGod, was grown organically in the Fraser Canyon of BC. This hash contains only 73-90u trichomes and is made from ice water extraction, using whole plants, hand bucked and frozen directly after harvest."
1041276,AFGHAN KUSH LIVE ROSIN,Earthwolf Farms,N,Inhalable Extracts,Resin and Rosin,Canada,British Columbia,Port Coquitlam,6,00877579001802,GTIN,10877579001816,GTIN,1,GRAM,4,GRAM,340,GRAM,,,,,,,,,,,,,,,150,0,mg/g,650,500,mg/g,WATER,GLASS,,,,BETA_PINENE,BETA_MYRCENE,BETA_CARYOPHYLLENE,1,1,GRAM,Live rosin crafted using organically grown fresh frozen flowers.,This live rosin lot was crafted using organically grown fresh frozen flowers and contains only the 73-90u trichomes from the first wash. This classic strain bred from genetics gathered in Afghanistan brings a more balanced rosin with 5:1 THC:CBD ratio.
1041284,GREEN CUSH,Peers,N,Flower,Sativa,Canada,Alberta,Peers,12,00628242300308,GTIN,20628242300302,GTIN,3.5,GRAM,3.5,GRAM,660,GRAM,GREEN CRACK,SATIVA,,,,,,,,,,,,,50,0,mg/g,170,140,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,MYRCENE,CARYOPHYLLENE,ALPHA_PINENE,1,3.5,GRAM,Sativa strain made by crossing Skunk #1 with an unknown indica.,"Green Cush is a potent sativa strain made by crossing Skunk #1 with an unknown indica. Few strains compare to Green Cush’s sharp energy with a tangy, fruity flavor redolent of mango."
1041292,GSC,Peers,N,Flower,Hybrid,Canada,Alberta,Peers,12,00628242300056,GTIN,20628242300050,GTIN,28,GRAM,28,GRAM,720,GRAM,,HYBRID,,,,,,,,,,,,,50,0,mg/g,210,170,mg/g,,POLYETHYLENE_TEREP,,,INDOOR,LINALOOL,LIMONENE,BETA_CARYOPHYLLENE,1,28,GRAM,"Hybrid strain with aromatic blend of grapefruit rind, white pepper, and vanilla.","Comprised of larger colas that are dark purple with auburn pistils and covered in trichomes, these hybrid buds have a pungent blend of grapefruit rind, white pepper, and vanilla. This strain emits attractive citrus and pepper terpenes from a profile of beta-caryophyllene, limonene, and linalool."
1041300,BLACKBERRY GELATO,Legend,N,Flower,Hybrid,Canada,Ontario,MISSISSAUGA,12,00627965002711,GTIN,10627965002718,GTIN,7,GRAM,7,GRAM,340,GRAM,,HYBRID,,,,,,,,,,,,,20,0,mg/g,240,180,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,NEROLIDOL,BETA_CARYOPHYLLENE,,1,7,GRAM,Hybrid with sweet blueberry strudel flavours.,"Hybrid Blackberry Gelato has a flavour like sweet blueberry strudel glazed with icing. Fruit-forward, with Canadian maple, notes of fuel, and a hint of warm spice and a terpene profile that includes beta-caryophyllene and nerolidol. Bred in BC, by Jordan of the Islands, it features dark green and purple buds covered in sticky, resinous trichomes."
